id,question,words,core_word,answer,freq
1794,新冠疫苗第一针后很长时间没打第二针，那么这半年过去了，我应该打第二针还是第一针？,"新冠疫苗,第一针,后,很,长时间,没打,第二针,那么,这,半年,过去,了,我,应该,打,第二针,还是,第一针",新冠疫苗,免疫程序无需重新开始，按照免疫程序补种完成相应剂次即可。 ,
1795,新冠疫苗两针间隔时间过长可以吗,"新冠疫苗,两针,间隔时间,过长,可以,吗",新冠疫苗,对未按程序完成接种者，建议尽早补种。免疫程序无需重新开始，补种完成相应剂次即可。 ,
1796,新冠疫苗第三针上海能打了吗,"新冠疫苗,第三针,上海,能,打,了,吗",新冠疫苗,根据国家近期重点人群新冠病毒疫苗接种工作方案：一、近期接种的目标人群应同时符合以下两个条件：（一）60岁及以上老年人群或者18—59岁患有较严重基础疾病人群、免疫功能低下人群、感染高风险人群；（二）已完成基础免疫或已感染新冠病毒。二、在新冠病毒XBB变异株流行期间，重点是今年秋冬季，优先推荐接种含XBB变异株抗原成分的疫苗。成都威斯克重组三价新冠病毒（XBB+BA.5+Delta变异株）三聚体蛋白疫苗可用于近期重点人群接种。除上述目标人群外的其他人群，接种使用的疫苗可继续按照前期印发方案执行。三、已完成基础免疫或已感染新冠病毒的目标人群，在最近一次接种3—6个月后或最近一次感染6个月后（两种情况均发生的，以时间最近的一次为准），可接种1剂次含XBB变异株抗原成分的疫苗。已接种含XBB变异株抗原成分疫苗的，现阶段不建议再接种此前印发的接种方案中可选择的其他种类疫苗。未完成基础免疫且未感染新冠病毒的人群，应先完成基础免疫接种。四、后续将根据国家和本市部署安排适时调整免疫策略。 ,
1798,在上海市新冠疫苗第一针在哪里打？,"在,上海市,新冠疫苗,第一针,在,哪里,打",新冠疫苗,可通过随申办、健康云APP/微信小程序/支付宝小程序的“新冠疫苗接种”，或“上海疾控”微信公众号——“服务信息”查询本市新冠疫苗接种点。 ,
1799,松江区新冠疫苗加强针接种点,"松江区,新冠疫苗,加强针,接种,点",新冠疫苗,可通过随申办、健康云APP/微信小程序/支付宝小程序的“新冠疫苗接种”，或“上海疾控”微信公众号——“服务信息”查询本市新冠疫苗接种点。 ,
1800,新冠疫苗第三针一定要预约吗？,"新冠疫苗,第三针,一定,要,预约,吗",新冠疫苗,可通过随申办或健康云APP/微信小程序/支付宝小程序的“新冠疫苗接种”，或“上海疾控”微信公众号——“服务信息”等方式进行预约或查询 ,
1801,新冠疫苗第三针在哪里打,"新冠疫苗,第三针,在,哪里,打",新冠疫苗,可通过随申办、健康云APP/微信小程序/支付宝小程序的“新冠疫苗接种”，或“上海疾控”微信公众号——“服务信息”查询本市新冠疫苗接种点。 ,
1802,新冠疫苗加强针是否可以混合接种,"新冠疫苗,加强针,是否,可以,混合,接种",新冠疫苗,根据国家近期重点人群新冠病毒疫苗接种工作方案：一、近期接种的目标人群应同时符合以下两个条件：（一）60岁及以上老年人群或者18—59岁患有较严重基础疾病人群、免疫功能低下人群、感染高风险人群；（二）已完成基础免疫或已感染新冠病毒。二、在新冠病毒XBB变异株流行期间，重点是今年秋冬季，优先推荐接种含XBB变异株抗原成分的疫苗。成都威斯克重组三价新冠病毒（XBB+BA.5+Delta变异株）三聚体蛋白疫苗可用于近期重点人群接种。除上述目标人群外的其他人群，接种使用的疫苗可继续按照前期印发方案执行。三、已完成基础免疫或已感染新冠病毒的目标人群，在最近一次接种3—6个月后或最近一次感染6个月后（两种情况均发生的，以时间最近的一次为准），可接种1剂次含XBB变异株抗原成分的疫苗。已接种含XBB变异株抗原成分疫苗的，现阶段不建议再接种此前印发的接种方案中可选择的其他种类疫苗。未完成基础免疫且未感染新冠病毒的人群，应先完成基础免疫接种。四、后续将根据国家和本市部署安排适时调整免疫策略。 ,
1803,新冠疫苗加强针需要和前面两针是同一厂家的吗？,"新冠疫苗,加强针,需要,和,前面,两针,是,同一,厂家,的,吗",新冠疫苗,根据国家近期重点人群新冠病毒疫苗接种工作方案：一、近期接种的目标人群应同时符合以下两个条件：（一）60岁及以上老年人群或者18—59岁患有较严重基础疾病人群、免疫功能低下人群、感染高风险人群；（二）已完成基础免疫或已感染新冠病毒。二、在新冠病毒XBB变异株流行期间，重点是今年秋冬季，优先推荐接种含XBB变异株抗原成分的疫苗。成都威斯克重组三价新冠病毒（XBB+BA.5+Delta变异株）三聚体蛋白疫苗可用于近期重点人群接种。除上述目标人群外的其他人群，接种使用的疫苗可继续按照前期印发方案执行。三、已完成基础免疫或已感染新冠病毒的目标人群，在最近一次接种3—6个月后或最近一次感染6个月后（两种情况均发生的，以时间最近的一次为准），可接种1剂次含XBB变异株抗原成分的疫苗。已接种含XBB变异株抗原成分疫苗的，现阶段不建议再接种此前印发的接种方案中可选择的其他种类疫苗。未完成基础免疫且未感染新冠病毒的人群，应先完成基础免疫接种。四、后续将根据国家和本市部署安排适时调整免疫策略。 ,
1804,外籍人士新冠疫苗第三针,"外籍人士,新冠疫苗,第三针",新冠疫苗,可通过健康云APP/微信小程序的“境外人士接种”进行预约和查询。 ,
1805,打了一针剂的新冠疫苗，可以打加强针吗,"打,了,一,针剂,的,新冠疫苗,可以,打,加强针,吗",新冠疫苗,根据国家近期重点人群新冠病毒疫苗接种工作方案：一、近期接种的目标人群应同时符合以下两个条件：（一）60岁及以上老年人群或者18—59岁患有较严重基础疾病人群、免疫功能低下人群、感染高风险人群；（二）已完成基础免疫或已感染新冠病毒。二、在新冠病毒XBB变异株流行期间，重点是今年秋冬季，优先推荐接种含XBB变异株抗原成分的疫苗。成都威斯克重组三价新冠病毒（XBB+BA.5+Delta变异株）三聚体蛋白疫苗可用于近期重点人群接种。除上述目标人群外的其他人群，接种使用的疫苗可继续按照前期印发方案执行。三、已完成基础免疫或已感染新冠病毒的目标人群，在最近一次接种3—6个月后或最近一次感染6个月后（两种情况均发生的，以时间最近的一次为准），可接种1剂次含XBB变异株抗原成分的疫苗。已接种含XBB变异株抗原成分疫苗的，现阶段不建议再接种此前印发的接种方案中可选择的其他种类疫苗。未完成基础免疫且未感染新冠病毒的人群，应先完成基础免疫接种。四、后续将根据国家和本市部署安排适时调整免疫策略。 ,
1806,新冠疫苗第一针和第二针时间间隔,"新冠疫苗,第一针,和,第二针,时间,间隔",新冠疫苗,根据国家近期重点人群新冠病毒疫苗接种工作方案：一、近期接种的目标人群应同时符合以下两个条件：（一）60岁及以上老年人群或者18—59岁患有较严重基础疾病人群、免疫功能低下人群、感染高风险人群；（二）已完成基础免疫或已感染新冠病毒。二、在新冠病毒XBB变异株流行期间，重点是今年秋冬季，优先推荐接种含XBB变异株抗原成分的疫苗。成都威斯克重组三价新冠病毒（XBB+BA.5+Delta变异株）三聚体蛋白疫苗可用于近期重点人群接种。除上述目标人群外的其他人群，接种使用的疫苗可继续按照前期印发方案执行。三、已完成基础免疫或已感染新冠病毒的目标人群，在最近一次接种3—6个月后或最近一次感染6个月后（两种情况均发生的，以时间最近的一次为准），可接种1剂次含XBB变异株抗原成分的疫苗。已接种含XBB变异株抗原成分疫苗的，现阶段不建议再接种此前印发的接种方案中可选择的其他种类疫苗。未完成基础免疫且未感染新冠病毒的人群，应先完成基础免疫接种。四、后续将根据国家和本市部署安排适时调整免疫策略。 ,
1807,上海市奉贤区哪里可以接种新冠疫苗,"上海市,奉贤区,哪里,可以,接种,新冠疫苗",新冠疫苗,可通过随申办、健康云APP/微信小程序/支付宝小程序的“新冠疫苗接种”，或“上海疾控”微信公众号——“服务信息”查询本市新冠疫苗接种点。 ,
1808,未成年人新冠疫苗第二针已超过八周，还能打吗？,"未成年人,新冠疫苗,第二针,已,超过,八周,还,能,打,吗",新冠疫苗,对未按程序完成接种者，建议尽早补种。免疫程序无需重新开始，补种完成相应剂次即可。 ,
1809,新冠疫苗间隔多久,"新冠疫苗,间隔,多久",新冠疫苗,根据国家近期重点人群新冠病毒疫苗接种工作方案：一、近期接种的目标人群应同时符合以下两个条件：（一）60岁及以上老年人群或者18—59岁患有较严重基础疾病人群、免疫功能低下人群、感染高风险人群；（二）已完成基础免疫或已感染新冠病毒。二、在新冠病毒XBB变异株流行期间，重点是今年秋冬季，优先推荐接种含XBB变异株抗原成分的疫苗。成都威斯克重组三价新冠病毒（XBB+BA.5+Delta变异株）三聚体蛋白疫苗可用于近期重点人群接种。除上述目标人群外的其他人群，接种使用的疫苗可继续按照前期印发方案执行。三、已完成基础免疫或已感染新冠病毒的目标人群，在最近一次接种3—6个月后或最近一次感染6个月后（两种情况均发生的，以时间最近的一次为准），可接种1剂次含XBB变异株抗原成分的疫苗。已接种含XBB变异株抗原成分疫苗的，现阶段不建议再接种此前印发的接种方案中可选择的其他种类疫苗。未完成基础免疫且未感染新冠病毒的人群，应先完成基础免疫接种。四、后续将根据国家和本市部署安排适时调整免疫策略。 ,
1810,青浦区新冠疫苗接种点,"青浦区,新冠疫苗,接种,点",新冠疫苗,可通过随申办、健康云APP/微信小程序/支付宝小程序的“新冠疫苗接种”，或“上海疾控”微信公众号——“服务信息”查询本市新冠疫苗接种点。 ,
1811,怎么预约新冠第三针疫苗,"怎么,预约,新冠,第三针,疫苗",新冠,可通过随申办或健康云APP/微信小程序/支付宝小程序的“新冠疫苗接种”，或“上海疾控”微信公众号——“服务信息”等方式进行预约或查询。对于已经接种过新冠疫苗，但之前不是在上海接种的，需要到接种点现场登记后再安排接种，请携带身份证和在外地接种的凭证前往接种点。 ,
1812,新冠第一针疫苗还能接种吗？,"新冠,第一针,疫苗,还,能,接种,吗",新冠,根据国家近期重点人群新冠病毒疫苗接种工作方案：一、近期接种的目标人群应同时符合以下两个条件：（一）60岁及以上老年人群或者18—59岁患有较严重基础疾病人群、免疫功能低下人群、感染高风险人群；（二）已完成基础免疫或已感染新冠病毒。二、在新冠病毒XBB变异株流行期间，重点是今年秋冬季，优先推荐接种含XBB变异株抗原成分的疫苗。成都威斯克重组三价新冠病毒（XBB+BA.5+Delta变异株）三聚体蛋白疫苗可用于近期重点人群接种。除上述目标人群外的其他人群，接种使用的疫苗可继续按照前期印发方案执行。三、已完成基础免疫或已感染新冠病毒的目标人群，在最近一次接种3—6个月后或最近一次感染6个月后（两种情况均发生的，以时间最近的一次为准），可接种1剂次含XBB变异株抗原成分的疫苗。已接种含XBB变异株抗原成分疫苗的，现阶段不建议再接种此前印发的接种方案中可选择的其他种类疫苗。未完成基础免疫且未感染新冠病毒的人群，应先完成基础免疫接种。四、后续将根据国家和本市部署安排适时调整免疫策略。 ,
1813,新冠第三针打不同的疫苗效果好，我们怎么接种？,"新冠,第三针,打,不同,的,疫苗,效果,好,我们,怎么,接种",新冠,根据国家近期重点人群新冠病毒疫苗接种工作方案：一、近期接种的目标人群应同时符合以下两个条件：（一）60岁及以上老年人群或者18—59岁患有较严重基础疾病人群、免疫功能低下人群、感染高风险人群；（二）已完成基础免疫或已感染新冠病毒。二、在新冠病毒XBB变异株流行期间，重点是今年秋冬季，优先推荐接种含XBB变异株抗原成分的疫苗。成都威斯克重组三价新冠病毒（XBB+BA.5+Delta变异株）三聚体蛋白疫苗可用于近期重点人群接种。除上述目标人群外的其他人群，接种使用的疫苗可继续按照前期印发方案执行。三、已完成基础免疫或已感染新冠病毒的目标人群，在最近一次接种3—6个月后或最近一次感染6个月后（两种情况均发生的，以时间最近的一次为准），可接种1剂次含XBB变异株抗原成分的疫苗。已接种含XBB变异株抗原成分疫苗的，现阶段不建议再接种此前印发的接种方案中可选择的其他种类疫苗。未完成基础免疫且未感染新冠病毒的人群，应先完成基础免疫接种。四、后续将根据国家和本市部署安排适时调整免疫策略。 ,
1814,新冠第三针疫苗不预约能打吗,"新冠,第三针,疫苗,不,预约,能,打,吗",新冠,可通过随申办或健康云APP/微信小程序/支付宝小程序的“新冠疫苗接种”，或“上海疾控”微信公众号——“服务信息”等方式进行预约或查询。对于已经接种过新冠疫苗，但之前不是在上海接种的，需要到接种点现场登记后再安排接种，请携带身份证和在外地接种的凭证前往接种点。 ,
1815,接种完北京生物疫苗第一针6个月了，现在继续接种是算第二针还是要重新打第一针,"接种,完,北京,生物,疫苗,第一针,6个月,了,现在,继续,接种,是,算,第二针,还是,要,重新,打,第一针",第二针,根据国家近期重点人群新冠病毒疫苗接种工作方案：一、近期接种的目标人群应同时符合以下两个条件：（一）60岁及以上老年人群或者18—59岁患有较严重基础疾病人群、免疫功能低下人群、感染高风险人群；（二）已完成基础免疫或已感染新冠病毒。二、在新冠病毒XBB变异株流行期间，重点是今年秋冬季，优先推荐接种含XBB变异株抗原成分的疫苗。成都威斯克重组三价新冠病毒（XBB+BA.5+Delta变异株）三聚体蛋白疫苗可用于近期重点人群接种。除上述目标人群外的其他人群，接种使用的疫苗可继续按照前期印发方案执行。三、已完成基础免疫或已感染新冠病毒的目标人群，在最近一次接种3—6个月后或最近一次感染6个月后（两种情况均发生的，以时间最近的一次为准），可接种1剂次含XBB变异株抗原成分的疫苗。已接种含XBB变异株抗原成分疫苗的，现阶段不建议再接种此前印发的接种方案中可选择的其他种类疫苗。未完成基础免疫且未感染新冠病毒的人群，应先完成基础免疫接种。四、后续将根据国家和本市部署安排适时调整免疫策略。 ,
1816,打第二针要预约吗,"打,第二针,要,预约,吗",第二针,可通过随申办或健康云APP/微信小程序/支付宝小程序的“新冠疫苗接种”，或“上海疾控”微信公众号——“服务信息”等方式进行预约或查询。对于已经接种过新冠疫苗，但之前不是在上海接种的，需要到接种点现场登记后再安排接种，请携带身份证和在外地接种的凭证前往接种点。 ,
1817,台胞新冠加强针在哪里施打,"台胞,新冠,加强针,在,哪里,施打",新冠,可通过健康云APP/微信小程序的“境外人士接种”进行预约和查询。 ,
1818,我打了两针深圳康泰的，现在第三针可以打别的吗,"我,打,了,两针,深圳,康泰,的,现在,第三针,可以,打,别的,吗",第三针,根据国家近期重点人群新冠病毒疫苗接种工作方案：一、近期接种的目标人群应同时符合以下两个条件：（一）60岁及以上老年人群或者18—59岁患有较严重基础疾病人群、免疫功能低下人群、感染高风险人群；（二）已完成基础免疫或已感染新冠病毒。二、在新冠病毒XBB变异株流行期间，重点是今年秋冬季，优先推荐接种含XBB变异株抗原成分的疫苗。成都威斯克重组三价新冠病毒（XBB+BA.5+Delta变异株）三聚体蛋白疫苗可用于近期重点人群接种。除上述目标人群外的其他人群，接种使用的疫苗可继续按照前期印发方案执行。三、已完成基础免疫或已感染新冠病毒的目标人群，在最近一次接种3—6个月后或最近一次感染6个月后（两种情况均发生的，以时间最近的一次为准），可接种1剂次含XBB变异株抗原成分的疫苗。已接种含XBB变异株抗原成分疫苗的，现阶段不建议再接种此前印发的接种方案中可选择的其他种类疫苗。未完成基础免疫且未感染新冠病毒的人群，应先完成基础免疫接种。四、后续将根据国家和本市部署安排适时调整免疫策略。 ,
1819,需不需要加强针,"需不需要,加强针",加强针,根据国家近期重点人群新冠病毒疫苗接种工作方案：一、近期接种的目标人群应同时符合以下两个条件：（一）60岁及以上老年人群或者18—59岁患有较严重基础疾病人群、免疫功能低下人群、感染高风险人群；（二）已完成基础免疫或已感染新冠病毒。二、在新冠病毒XBB变异株流行期间，重点是今年秋冬季，优先推荐接种含XBB变异株抗原成分的疫苗。成都威斯克重组三价新冠病毒（XBB+BA.5+Delta变异株）三聚体蛋白疫苗可用于近期重点人群接种。除上述目标人群外的其他人群，接种使用的疫苗可继续按照前期印发方案执行。三、已完成基础免疫或已感染新冠病毒的目标人群，在最近一次接种3—6个月后或最近一次感染6个月后（两种情况均发生的，以时间最近的一次为准），可接种1剂次含XBB变异株抗原成分的疫苗。已接种含XBB变异株抗原成分疫苗的，现阶段不建议再接种此前印发的接种方案中可选择的其他种类疫苗。未完成基础免疫且未感染新冠病毒的人群，应先完成基础免疫接种。四、后续将根据国家和本市部署安排适时调整免疫策略。 ,
1820,如果第一针和第二针打的是科兴疫苗，第三针能否打康希诺疫苗，混打可以吗？,"如果,第一针,和,第二针,打,的,是,科兴,疫苗,第三针,能否,打康,希诺,疫苗,混打,可以,吗",第三针,根据国家近期重点人群新冠病毒疫苗接种工作方案：一、近期接种的目标人群应同时符合以下两个条件：（一）60岁及以上老年人群或者18—59岁患有较严重基础疾病人群、免疫功能低下人群、感染高风险人群；（二）已完成基础免疫或已感染新冠病毒。二、在新冠病毒XBB变异株流行期间，重点是今年秋冬季，优先推荐接种含XBB变异株抗原成分的疫苗。成都威斯克重组三价新冠病毒（XBB+BA.5+Delta变异株）三聚体蛋白疫苗可用于近期重点人群接种。除上述目标人群外的其他人群，接种使用的疫苗可继续按照前期印发方案执行。三、已完成基础免疫或已感染新冠病毒的目标人群，在最近一次接种3—6个月后或最近一次感染6个月后（两种情况均发生的，以时间最近的一次为准），可接种1剂次含XBB变异株抗原成分的疫苗。已接种含XBB变异株抗原成分疫苗的，现阶段不建议再接种此前印发的接种方案中可选择的其他种类疫苗。未完成基础免疫且未感染新冠病毒的人群，应先完成基础免疫接种。四、后续将根据国家和本市部署安排适时调整免疫策略。 ,
1821,现在还能打到第二针疫苗吗,"现在,还,能,打,到,第二针,疫苗,吗",第二针,可通过随申办、健康云APP/微信小程序/支付宝小程序的“新冠疫苗接种”，或“上海疾控”微信公众号——“服务信息”查询本市新冠疫苗接种点。 ,
1822,康希诺疫苗需要打第二针吗,"康希诺,疫苗,需要,打,第二针,吗",第二针,根据国家近期重点人群新冠病毒疫苗接种工作方案：一、近期接种的目标人群应同时符合以下两个条件：（一）60岁及以上老年人群或者18—59岁患有较严重基础疾病人群、免疫功能低下人群、感染高风险人群；（二）已完成基础免疫或已感染新冠病毒。二、在新冠病毒XBB变异株流行期间，重点是今年秋冬季，优先推荐接种含XBB变异株抗原成分的疫苗。成都威斯克重组三价新冠病毒（XBB+BA.5+Delta变异株）三聚体蛋白疫苗可用于近期重点人群接种。除上述目标人群外的其他人群，接种使用的疫苗可继续按照前期印发方案执行。三、已完成基础免疫或已感染新冠病毒的目标人群，在最近一次接种3—6个月后或最近一次感染6个月后（两种情况均发生的，以时间最近的一次为准），可接种1剂次含XBB变异株抗原成分的疫苗。已接种含XBB变异株抗原成分疫苗的，现阶段不建议再接种此前印发的接种方案中可选择的其他种类疫苗。未完成基础免疫且未感染新冠病毒的人群，应先完成基础免疫接种。四、后续将根据国家和本市部署安排适时调整免疫策略。 ,
1823,大团社区第二针如何预约,"大团,社区,第二针,如何,预约",第二针,可通过随申办或健康云APP/微信小程序/支付宝小程序的“新冠疫苗接种”，或“上海疾控”微信公众号——“服务信息”等方式进行预约或查询。对于已经接种过新冠疫苗，但之前不是在上海接种的，需要到接种点现场登记后再安排接种，请携带身份证和在外地接种的凭证前往接种点。 ,
1824,在香港打了两针 如何在国内打第三针,"在,香港,打,了,两针,如何,在,国内,打,第三针",第三针,可通过随申办或健康云APP/微信小程序/支付宝小程序的“新冠疫苗接种”，或“上海疾控”微信公众号——“服务信息”等方式进行预约或查询。对于已经接种过新冠疫苗，但之前不是在上海接种的，需要到接种点现场登记后再安排接种，请携带身份证和在外地接种的凭证前往接种点。 ,
1825,在广州接种两针科兴疫苗，目前在上海，怎样预约接种第三针？,"在,广州,接种,两针,科兴,疫苗,目前,在,上海,怎样,预约,接种,第三针",第三针,可通过随申办或健康云APP/微信小程序/支付宝小程序的“新冠疫苗接种”，或“上海疾控”微信公众号——“服务信息”等方式进行预约或查询。对于已经接种过新冠疫苗，但之前不是在上海接种的，需要到接种点现场登记后再安排接种，请携带身份证和在外地接种的凭证前往接种点。 ,
1826,您好 我想问一下 上海市哪里能打安徽智飞的加强针,"您好,我,想,问,一下,上海市,哪里,能,打,安徽,智飞,的,加强针",加强针,可通过随申办或健康云APP/微信小程序/支付宝小程序的“新冠疫苗接种”，或“上海疾控”微信公众号——“服务信息”等方式进行预约或查询 ,
1827,打完两针辉瑞以后回国第三针怎么打？,"打完,两针,辉瑞,以后,回国,第三针,怎么,打",第三针,根据国家近期重点人群新冠病毒疫苗接种工作方案：一、近期接种的目标人群应同时符合以下两个条件：（一）60岁及以上老年人群或者18—59岁患有较严重基础疾病人群、免疫功能低下人群、感染高风险人群；（二）已完成基础免疫或已感染新冠病毒。二、在新冠病毒XBB变异株流行期间，重点是今年秋冬季，优先推荐接种含XBB变异株抗原成分的疫苗。成都威斯克重组三价新冠病毒（XBB+BA.5+Delta变异株）三聚体蛋白疫苗可用于近期重点人群接种。除上述目标人群外的其他人群，接种使用的疫苗可继续按照前期印发方案执行。三、已完成基础免疫或已感染新冠病毒的目标人群，在最近一次接种3—6个月后或最近一次感染6个月后（两种情况均发生的，以时间最近的一次为准），可接种1剂次含XBB变异株抗原成分的疫苗。已接种含XBB变异株抗原成分疫苗的，现阶段不建议再接种此前印发的接种方案中可选择的其他种类疫苗。未完成基础免疫且未感染新冠病毒的人群，应先完成基础免疫接种。四、后续将根据国家和本市部署安排适时调整免疫策略。 ,
1828,我之前在国外已经打了两针辉瑞疫苗，现在国内，建议第三针打哪种疫苗？,"我,之前,在,国外,已经,打,了,两针,辉瑞,疫苗,现在,国内,建议,第三针,打,哪种,疫苗",第三针,根据国家近期重点人群新冠病毒疫苗接种工作方案：一、近期接种的目标人群应同时符合以下两个条件：（一）60岁及以上老年人群或者18—59岁患有较严重基础疾病人群、免疫功能低下人群、感染高风险人群；（二）已完成基础免疫或已感染新冠病毒。二、在新冠病毒XBB变异株流行期间，重点是今年秋冬季，优先推荐接种含XBB变异株抗原成分的疫苗。成都威斯克重组三价新冠病毒（XBB+BA.5+Delta变异株）三聚体蛋白疫苗可用于近期重点人群接种。除上述目标人群外的其他人群，接种使用的疫苗可继续按照前期印发方案执行。三、已完成基础免疫或已感染新冠病毒的目标人群，在最近一次接种3—6个月后或最近一次感染6个月后（两种情况均发生的，以时间最近的一次为准），可接种1剂次含XBB变异株抗原成分的疫苗。已接种含XBB变异株抗原成分疫苗的，现阶段不建议再接种此前印发的接种方案中可选择的其他种类疫苗。未完成基础免疫且未感染新冠病毒的人群，应先完成基础免疫接种。四、后续将根据国家和本市部署安排适时调整免疫策略。 ,
1829,新冠加强针在哪里打都可以吗,"新冠,加强针,在,哪里,打,都,可以,吗",新冠,可通过随申办或健康云APP/微信小程序/支付宝小程序的“新冠疫苗接种”，或“上海疾控”微信公众号——“服务信息”等方式进行预约或查询。对于已经接种过新冠疫苗，但之前不是在上海接种的，需要到接种点现场登记后再安排接种，请携带身份证和在外地接种的凭证前往接种点。 ,
1830,科兴与康希诺疫苗可以混打吗？,"科兴,与,康希诺,疫苗,可以,混打,吗",疫苗,根据国家近期重点人群新冠病毒疫苗接种工作方案：一、近期接种的目标人群应同时符合以下两个条件：（一）60岁及以上老年人群或者18—59岁患有较严重基础疾病人群、免疫功能低下人群、感染高风险人群；（二）已完成基础免疫或已感染新冠病毒。二、在新冠病毒XBB变异株流行期间，重点是今年秋冬季，优先推荐接种含XBB变异株抗原成分的疫苗。成都威斯克重组三价新冠病毒（XBB+BA.5+Delta变异株）三聚体蛋白疫苗可用于近期重点人群接种。除上述目标人群外的其他人群，接种使用的疫苗可继续按照前期印发方案执行。三、已完成基础免疫或已感染新冠病毒的目标人群，在最近一次接种3—6个月后或最近一次感染6个月后（两种情况均发生的，以时间最近的一次为准），可接种1剂次含XBB变异株抗原成分的疫苗。已接种含XBB变异株抗原成分疫苗的，现阶段不建议再接种此前印发的接种方案中可选择的其他种类疫苗。未完成基础免疫且未感染新冠病毒的人群，应先完成基础免疫接种。四、后续将根据国家和本市部署安排适时调整免疫策略。 ,
1831,成都生物的疫苗可以和科兴混打吗,"成都,生物,的,疫苗,可以,和,科兴,混打,吗",疫苗,根据国家近期重点人群新冠病毒疫苗接种工作方案：一、近期接种的目标人群应同时符合以下两个条件：（一）60岁及以上老年人群或者18—59岁患有较严重基础疾病人群、免疫功能低下人群、感染高风险人群；（二）已完成基础免疫或已感染新冠病毒。二、在新冠病毒XBB变异株流行期间，重点是今年秋冬季，优先推荐接种含XBB变异株抗原成分的疫苗。成都威斯克重组三价新冠病毒（XBB+BA.5+Delta变异株）三聚体蛋白疫苗可用于近期重点人群接种。除上述目标人群外的其他人群，接种使用的疫苗可继续按照前期印发方案执行。三、已完成基础免疫或已感染新冠病毒的目标人群，在最近一次接种3—6个月后或最近一次感染6个月后（两种情况均发生的，以时间最近的一次为准），可接种1剂次含XBB变异株抗原成分的疫苗。已接种含XBB变异株抗原成分疫苗的，现阶段不建议再接种此前印发的接种方案中可选择的其他种类疫苗。未完成基础免疫且未感染新冠病毒的人群，应先完成基础免疫接种。四、后续将根据国家和本市部署安排适时调整免疫策略。 ,
1832,有风湿免疫系统问题，可以接种疫苗,"有,风湿,免疫系统,问题,可以,接种,疫苗",疫苗,通常的新冠疫苗接种禁忌包括：（1）对疫苗的活性成分、任何一种非活性成分、生产工艺中使用的物质过敏者，或以前接种同类疫苗时出现过敏者；（2）既往发生过疫苗严重过敏反应者（如急性过敏反应、血管神经性水肿、呼吸困难等）；（3）患有未控制的癲痫和其他严重神经系统疾病者（如横贯性脊髓炎、格林巴利综合症、脱髓鞘疾病等）；（4）正在发热者，或患急性疾病，或慢性疾病的急性发作期，或未控制的严重慢性病患者；（5）妊娠期妇女。 ,
1833,打完疫苗第二天去复查肺部结节做ct，对检查结果有影响吗？,"打,完,疫苗,第二天,去,复查,肺部,结节,做,ct,对,检查,结果,有,影响,吗",疫苗,不会产生影响。 ,
1834,疫苗可以提前打吗,"疫苗,可以,提前,打,吗",疫苗,不能提前。 ,
1835,疫苗接种记录是否有英文证明？,"疫苗,接种,记录,是否,有,英文,证明",疫苗,每一位受种者在完成新冠病毒疫苗全程接种后可获得纸质的中英文接种凭证；同时，也可以关注“上海疾控”微信公众号或登录“健康云”APP、随申办，查询本人的电子预防接种记录。 ,
1836,康泰疫苗可以和其他疫苗混打吗？,"康泰,疫苗,可以,和,其他,疫苗,混打,吗",疫苗,根据国家近期重点人群新冠病毒疫苗接种工作方案：一、近期接种的目标人群应同时符合以下两个条件：（一）60岁及以上老年人群或者18—59岁患有较严重基础疾病人群、免疫功能低下人群、感染高风险人群；（二）已完成基础免疫或已感染新冠病毒。二、在新冠病毒XBB变异株流行期间，重点是今年秋冬季，优先推荐接种含XBB变异株抗原成分的疫苗。成都威斯克重组三价新冠病毒（XBB+BA.5+Delta变异株）三聚体蛋白疫苗可用于近期重点人群接种。除上述目标人群外的其他人群，接种使用的疫苗可继续按照前期印发方案执行。三、已完成基础免疫或已感染新冠病毒的目标人群，在最近一次接种3—6个月后或最近一次感染6个月后（两种情况均发生的，以时间最近的一次为准），可接种1剂次含XBB变异株抗原成分的疫苗。已接种含XBB变异株抗原成分疫苗的，现阶段不建议再接种此前印发的接种方案中可选择的其他种类疫苗。未完成基础免疫且未感染新冠病毒的人群，应先完成基础免疫接种。四、后续将根据国家和本市部署安排适时调整免疫策略。 ,
1837,未成年怎么在健康云预约新冠疫苗接种,"未成年,怎么,在,健康,云,预约,新冠疫苗,接种",新冠疫苗,可下载“健康云”APP，并根据提示操作进行预约。对于已经接种过新冠疫苗，但之前不是在上海接种的，需要到接种点现场登记后再安排接种，请携带身份证和在外地接种的凭证前往接种点。 ,
1838,疫苗接种身份信息可以更改吗,"疫苗,接种,身份,信息,可以,更改,吗",疫苗,可带上身份证件信息至您接种疫苗的接种门诊联系工作人员修改。 ,
1839,康希诺在哪可以接种,"康希诺,在,哪,可以,接种",康希诺,可通过随申办或健康云APP/微信小程序/支付宝小程序的“新冠疫苗接种”，或“上海疾控”微信公众号——“服务信息”等方式进行预约或查询 ,
1840,可以提前接种疫苗吗？,"可以,提前,接种,疫苗,吗",疫苗,疫苗不能提前接种。 ,
1841,周末可以接种疫苗嘛,"周末,可以,接种,疫苗,嘛",疫苗,可通过随申办或健康云APP/微信小程序/支付宝小程序的“新冠疫苗接种”，或“上海疾控”微信公众号——“服务信息”等方式进行预约或查询 ,
